"0,""TERROR,AFRAID,SCARE,FRIGHT"""
"1,""BOYS,GUYS,JERK"""
"5143,""SLOPE,RISE,INCLINE"""
"5144,""JUSTICE,GOOD,JUSTIFY"""
"5145,""DOUBLE,TWIN,DUPLICATE"""
"5146,""SHUN,SHAME,DISOWN"""
"5147,""FOOD,EAT,POTATO"""
"5148,""DRAMA,CAST,ACTOR,ACT"""
"5149,""BRAVE,HERO,COWARD,COURAGE,COURAGEOUS,BRAVERY"""
"5150,""RIM,BIKE,BICYCLE"""
"5151,""HAIR,GROOM,COMB,BRUSH"""
"5152,""STAIN,SPOT,SHIRT"""
"5153,""PROPOSAL,BUSINESS,CONTRACT"""
"5154,""SHOELACE,TIE,KNOT,LOOP"""
"5155,""ENJOY,ECSTASY,SEX,PLEASURE,DELIGHT"""
"5156,""FAINT,TIRED,PASS OUT"""
"5157,""NOW,INSTANT,EMERGENCY,SOON,IMMEDIATE,INSTANCE,IMPULSE,HURRY,SPONTANEOUS"""
"5158,""RAISIN,BRAN,CEREAL"""
"5159,""ORCHARD,PEACH,GROVE,CHERRY,STEM,COBBLER"""
"5160,""TOPIC,ISSUE,SUBJECT"""
"5161,""BILL,CHECK,PAYMENT"""
"5162,""PEANUTS,BOILED,PEANUT"""
"5163,""DUST,SWEEP,DUSTPAN,VACUUM"""
"5164,""GRAPH,NUMBERS,CHART"""
"5165,""HOT,TAR,ASPHALT"""
"5166,""ASK,SAY,TELL"""
"5167,""BELOW,SUB,UNDER"""
"5168,""BIOLOGY,LAB,MICROSCOPE,EXPERIMENT,BIOLOGIST,SCIENTIST"""
"5169,""BASKETBALL,AMATEUR,PRO,TENNIS,SPORTS,BASEBALL,PROFESSIONAL,ATHLETE,FOOTBALL"""
"5170,""WINNER,CANDIDATE,CAMPAIGN"""
"5171,""GREEK,LATIN,LANGUAGE,FOREIGN"""
"5172,""BATTERY,ELECTRICITY,ENERGY,VOLT,WATT,ELECTRIC"""
"5173,""PERFECT,GREAT,EXCELLENT"""
"5174,""DELAY,HESITATE,STALL,SLOW"""
"5175,""MOVIE,MAFIA,MURDERER,GANGSTER"""
"5176,""EMPIRE,POWER,DYNASTY"""
"5177,""CAPTION,DEAF,HEARING"""
"5178,""CONCRETE,CEMENT,STATUE,MONUMENT"""
"5179,""ANNOUNCE,MARRIAGE,WEDDING"""
"5180,""BOTHER,DISTURB,ANNOYING,AGGRAVATE"""
"5181,""VOCABULARY,LATIN,GRAMMAR,LANGUAGE,PRONOUN,SPANISH,FRENCH,ENGLISH"""
"5182,""DREAM,ILLUSION,CLOUD"""
"5183,""FRAGILE,SOFT,DELICATE"""
"5184,""DISCREET,HIDE,SECRETIVE"""
"5185,""MAYBE,CHANCE,POSSIBILITY"""
"5186,""DEFEND,DEFENSE,HELP"""
"5187,""PERSON,WHO,WHOM"""
"5188,""CARING,BABY,CHILD"""
"5189,""DORM,HOME,APARTMENT"""
"5190,""BLOUSE,SHIRT,SLEEVE,DRESS,SKIRT,PANTS"""
"5191,""CURTAINS,ROD,CURTAIN"""
"5192,""RECEIPT,BILL,CASH,PAYMENT"""
"5193,""DRY,HEAT,HOT"""
"5194,""OWN,MORTGAGE,LEND,OWE,LOAN,BILL,BORROW,DUE,RENT,DEBT,PAYMENT,LEASE"""
"5195,""WEAKNESS,WEAK,POWER"""
"5196,""ITEM,COMPONENT,NUMBER"""
"5197,""IMPATIENT,IMPATIENCE,RUDE,MEAN"""
"5198,""FOOD,EAT,FATTENING"""
"5199,""BAG,PARCEL,MAIL"""
"5200,""NEW YORK,NEW YEAR"""
"5201,""DARK,UNDERGROUND,CAVE,CAVERN,TUNNEL"""
"5202,""LARGE,BIG,GREAT,HUGE"""
"5203,""BARK,WOOD,LUMBER,TIMBER"""
"5204,""STRAWBERRY,VANILLA,TOPPING,CREAM"""
"5205,""PLATE,SPOON,TRAY,SILVER,SILVERWARE"""
"5206,""FORESIGHT,FUTURE,INSIGHT"""
"5207,""GROWTH,SHRINK,GROW"""
"5208,""BASEBALL,THROW,SOFTBALL"""
"5209,""SAUSAGE,HAM,BACON,PORK,PIG,ROAST"""
"5210,""DESPAIR,LONELY,MISERY"""
"5211,""RUIN,STAIN,SMUDGE"""
"5212,""APPENDAGE,LIMB,ARM,LEG"""
"5213,""BUILDER,WORKER,CONSTRUCT,CONTRACTOR,CONSTRUCTION,MASON"""
"5214,""DIFFER,VARIETY,VARY,DIFFERENT,SAME,DIFFERENCE,CHANGE"""
"5215,""THERE,PLACE,HERE"""
"5216,""SEE,SAW,LOOK"""
"5217,""URGENT,IMPORTANT,EMERGENCY"""
"5218,""SOUND,NOISE,BELL"""
"5219,""HUT,WIGWAM,TEPEE,IGLOO"""
"5220,""ENTERTAIN,SHOW,ENTERTAINMENT"""
"5221,""NOISE,LOUD,CROWD"""
"5222,""WHEAT,MILL,GRAIN"""
"5223,""ROSES,FLOWERS,SMELL"""
"5224,""SWEET,LIQUOR,WINE"""
"5225,""OUTGOING,DARING,ADVENTUROUS"""
"5226,""HAIL,SNOW,ICE"""
"5227,""CRITICISM,CRITICIZE,DEGRADE,PRAISE"""
"5228,""TASK,ASSIGNMENT,PROJECT,NOTEBOOK,DESK,HOMEWORK,INSTRUCTIONS"""
"5229,""PROFESSIONAL,PROFESSION,LAWYER"""
"5230,""READ,PARAGRAPH,LETTER,EDITORIAL"""
"5231,""MANAGEMENT,SUPERVISOR,AUTHORITY,BOSS,MANAGER,LEADERSHIP,LEADER"""
"5232,""LOTTERY,GAMBLE,LUCK"""
"5233,""TROPICAL,PALM,FLORIDA"""
"5234,""ELEMENTS,COMPONENTS,PIECES"""
"5235,""CAR,BUY,SALE,PURCHASE"""
"5236,""THOUGHT,MINDED,THINK"""
"5237,""FUEL,PETROLEUM,GAS"""
"5238,""BIG,BANG,BOOM"""
"5239,""CURRENT,PAST,YESTERDAY,RECENT"""
"5240,""QUICK,RUSH,HURRY,SPEED,FAST"""
"5241,""RING,WED,MARRIAGE,MARRY,WEDDING"""
"5242,""DISCUSSION,DEBATE,TALK,DISCUSS"""
"5243,""NEWSPAPER,ARTICLE,FEATURE"""
"5244,""LIVING ROOM,SIT,SOFA,RELAX,REST,SEAT,HAMMOCK,COUCH,RECLINER"""
"5245,""COCAINE,IDIOT,DOPE,NONSENSE,STUPID,RIDICULOUS,ABSURD,SILLY,STONED,MORON,DUMB,FOOLISH"""
"5246,""CANVASS,CANVAS,BOAT"""
"5247,""BLUE,PLAY DOUGH"""
"5248,""SCHOOL,SESSION,CLASS"""
"5249,""CELL,BIOLOGIST,BIOLOGY"""
"5250,""CLUMSY,STUMBLE,FALL"""
"5251,""FOOD,CHICKEN,EAT"""
"5252,""LONG,HOT DOGS"""
"5253,""SKINNY,LONG,THIN,SLENDER"""
"5254,""MYSTERY,UNKNOWN,SUSPENSE"""
"5255,""FOAM,BUBBLE,LATHER,SUDS"""
"5256,""SMOG,POLLUTION,AIR"""
"5257,""STOMACH,HUNGRY,HUNGER"""
"5258,""ABUNDANCE,LOTS,MONEY,ENOUGH,MUCH,PLENTY,MORE"""
"5259,""SISTER,DAUGHTER,PARENT,BRAT,GRANDPARENTS,NEPHEW,GRANDMA,BROTHER,RELATIVE,SIBLING,GRANDPA,AUNT,KIN,MOTHER,COUSIN,UNCLE,ANCESTOR,RELATION,NIECE"""
"5260,""CONFUSION,ANARCHY,OLIGARCHY"""
"5261,""STUPID,DUMB,TOURIST"""
"5262,""JOBLESS,BEGGAR,UNEMPLOYMENT,CAREER,MONEY,BEG,EMPLOYMENT,OCCUPATION"""
"5263,""ENVIRONMENT,EARTH,OZONE,ATMOSPHERE"""
"5264,""SPANISH,FRENCH,ITALIAN"""
"5265,""ESCAPE,EXIT,ENTER"""
"5266,""SELL,PURCHASE,BUY,RECEIPT,CASH,SALE,MALL"""
"5267,""DECORATION,HOUSE,DECORATE"""
"5268,""HARD,RIGID,ERECT,STIFF"""
"5269,""DIRECTIONS,DIRECTION,INSTRUCTION,INSTRUCTIONS"""
"5270,""CAR,LICENSE,PERMIT"""
"5271,""LANE,BOULEVARD,CAR,DRIVE,FREEWAY,CURB,DRIVEWAY,TRAFFIC,DROVE,HIGHWAY,INTERSTATE"""
"5272,""UNDERWEAR,FABRIC,COTTON,MATERIAL,NIGHTGOWN,LINGERIE,SILK,LACE,BRA,CLOTHES"""
"5273,""MEMBER,FRIEND,FRATERNITY"""
"5274,""LOAD,DUMP,UNLOAD"""
"5275,""SOAR,PAIN,HURT"""
"5276,""MILITARY,DRAFT,ARMY"""
"5277,""DRAW,COLOR,PAINT,PAINTING,DRAWING,PAINTER"""
"5278,""DOORWAY,INSIDE,OUTSIDE"""
"5279,""BROOM,MOP,SWEEP,FLOOR"""
"5280,""CHILDISH,MISCHIEF,BEHAVIOR,KID"""
"5281,""BURGLAR,APOLOGY,SORROW,REMORSE,ACCUSE,MURDERER,SORRY,UNDERSTANDING,STEAL,SIN,PITY,DENIAL,IRRITATE,SAD,BANDIT,CROOK,DECENCY,POLICEMAN,GANGSTER,CRITIC,VICTIM,CLAIM,PUT DOWN,OUTLAW,UNLAWFUL,INMATE,MAD,JUDGE,CLAIMS,CRIMINAL,CONCERN,CAPTURE,ATTORNEY,EMPATHY,JURY,REGRET,DEPRESSED,CRY,UPSET,SYMPATHY,FRAUD,BRIBE,BURGLARY,CONVICT,APATHETIC,KIND,ROB,RIDICULE,BLACKMAIL,SHAME,TRAITOR,SINCERITY,DEGRADE,SYMPATHETIC,REPENTANCE,KILLER,ASHAMED,OFFEND,GUILT,LAW,HANDCUFFS,GUILTY,MANNERS,FRUSTRATE,ARREST,FORGIVE,LAWYER,HUMILIATE,LAWSUIT,COP,SUE,CRITICIZE,COURT,DEPUTY,ANGRY,POLITE,SENSITIVE,SUSPECT,ROBBERY,TREASON,ROBBER,CON,CARING,ETIQUETTE,TACTFUL,MASK,ENRAGE,VILLAIN,MAFIA,ANNOY,DISTURB,MURDER,THEFT,COMPASSION,TESTIFY,ADMIT,MANNER,CRITICISM,PRISONER,PERJURY,DESPAIR,MISERY,DISAPPOINT,TEMPER,TANTRUM,DECEPTION,SHERIFF,CONFESS,FUGITIVE,UNHAPPY,CRIME,TRIAL,AGGRAVATE,VERDICT,LAWFUL,BORED,JUDGMENT,PROSECUTE,KINDNESS,POLICE,APATHY,THIEF,INSULT,CAPTIVE,JAIL,PISSED,PRISON,ANGER,EMBARRASS,TRAGEDY,WITNESS,DISGRACE,MORSE,ILLEGAL,CONFESSION,TACT,DISCOURAGE,LEGAL,CRISIS,STOLEN,VIOLATION,BOTHER,TEARS,GRIEF,NICE,OFFICER"""
"5282,""GIVE UP,LOSER"""
"5283,""PLAY,VIOLA,BAND,FIDDLE,FLUTE,TROMBONE,GUITAR,INSTRUMENT,MUSIC,CELLO,KEYBOARD,VIOLIN,SAXOPHONE,PIANO,BANJO,CLARINET,HARP"""
"5284,""SENATE,HOUSE,CONGRESS"""
"5285,""LODGE,MOTEL,HOTEL,SLEEP,BED"""
"5286,""TECHNICIAN,JOB,ELECTRICIAN,MECHANIC,ENGINEER"""
"5287,""HANGER,DRAWER,BUREAU,WARDROBE,DRESSER,CLOTHES"""
"5288,""DENTIST,ORTHODONTIST,DRILL"""
"5289,""COYOTE,WOLF,ANIMAL"""
"5290,""AIRPLANE,PLANE,CRASH"""
"5291,""DOMINANT,DOMINATE,DICTATOR,LEADER,BOSS"""
"5292,""FAR,FURTHER,BEYOND,AHEAD"""
"5293,""SHOOT,MURDER,MURDERER,KILLER,GUN,SHOOTING,GANGSTER,MAFIA"""
"5294,""LARGE,MOUNTAIN,BIG"""
"5295,""FUTURE,TECHNOLOGY,ROBOT"""
"5296,""RACQUET,BALL,REFEREE,RACQUETBALL,TENNIS,PITCHER,VOLLEYBALL,PLAYER,CATCHER,BASEBALL,GLOVE,SOFTBALL,RACKET,SOCCER,BASKETBALL,FOOTBALL"""
"5297,""FEEL,TOUCH,FELT,CARESS,SOFT"""
"5298,""COUNTY,PROVIDENCE,REGION,PLACE,LOCAL"""
"5299,""BLUE,SAPPHIRE,EMERALD"""
"5300,""BREAK,PROMISE,COMMITMENT"""
"5301,""COYOTE,HOUND,WOLF"""
"5302,""HIGH SCHOOL,WRESTLING"""
"5303,""LUBRICATE,VASELINE,SLIPPERY,SLICK,CONDOM"""
"5304,""BROKEN,ARM,LEG"""
"5305,""ANIMAL,LIZARD,REPTILE,FROG"""
"5306,""SMALL,KIDS,CHILDREN"""
"5307,""LIZARD,GREEN,FROG"""
"5308,""HOUSE,PATIO,PORCH"""
"5309,""RUSSIA,CHINA,ORIENT,CHINESE,ASIA"""
"5310,""GROWN,OLD,GROWTH,ADULT,MATURE,GROW"""
"5311,""NECESSARY,HAVE,GET,WANT,NEED,MUST"""
"5312,""INTELLIGENT,MINDED,SMART"""
"5313,""PICTURE,ARTS,PAINTING,PAINT"""
"5314,""WALKER,CANE,ELDERLY"""
"5315,""SHIP,STEAM,BOAT"""
"5316,""POEM,ART,POETRY"""
"5317,""WEEK,MONDAY,TUESDAY,WORK,SEMESTER,SUNDAY"""
"5318,""SMILE,FRIENDLINESS,FRIENDLY"""
"5319,""LIT,FLAME,LIGHTER"""
"5320,""QUART,GALLON,OUNCE,PINT"""
"5321,""ANTLERS,ANTLER,ANTENNA"""
"5322,""ALL,TOTAL,WHOLE,SUM"""
"5323,""FAMOUS,STAR,FAME,IDOL"""
"5324,""TREES,WOODS,FOREST,WILDERNESS,NATURE"""
"5325,""SEE,FOCUS,LOOK,SIGHT,BLUR"""
"5326,""CALIFORNIA,BEACH,LOS ANGELES"""
"5327,""ANNOY,BOTHER,OBNOXIOUS"""
"5328,""CIRCLE,ROUND,HALO"""
"5329,""TEA,COFFEE,SIP"""
"5330,""DORM,APARTMENT,LOFT"""
"5331,""FRIENDLINESS,FRIENDLY,FRIEND"""
"5332,""GEOMETRY,PROTRACTOR,ANGLE"""
"5333,""FLOW,EASY,DOWNSTREAM"""
"5334,""CARING,KIND,FRIENDLINESS,FRIENDLY,NICE"""
"5335,""MARGIN,TYPE,TYPEWRITER"""
"5336,""GROSS,NASTY,YUCK,MAGGOT"""
"5337,""SELFISH,RIGHTEOUSNESS,ARROGANT"""
"5338,""CLOSING,FINISH,DONE,ENDING"""
"5339,""FEEL,PITY,EMPATHY"""
"5340,""SUN,STARS,PLANETS"""
"5341,""ME,IMMATURE,CHILDISH"""
"5342,""MILK,SPOIL,SPOILED"""
"5343,""TIGER,LION,CUB"""
"5344,""DUTY,CHORE,TASK,ASSIGNMENT,PROJECT,JOB"""
"5345,""SHOP,MAIL,SHOPPING"""
"5346,""NAVIGATOR,CAPTAIN,PILOT,COMMANDER"""
"5347,""HULL,HAUL,TOW,PULL"""
"5348,""IMAGE,MIRAGE,SEE,SIGHT,IMAGINE,HALLUCINATION,ILLUSION,VISION"""
"5349,""ORE,MINERAL,GOLD"""
"5350,""BODY,CORPSE,TOMB,SKELETON"""
"5351,""KIDS,CHILDREN,TRICYCLE"""
"5352,""ESSAY,READ,JOURNAL,WRITE,PARAGRAPH,EDITORIAL"""
"5353,""GRAIN,HARVEST,WHEAT,REAP"""
"5354,""CLIMATE,HUMID,TORNADO,DAMP,HURRICANE,RAIN,FLOOD,WEATHER,TYPHOON,STORM"""
"5355,""POWER,WEALTH,RICH"""
"5356,""WATER,KETTLE,STEAM,BOIL,TEAPOT"""
"5357,""BUYER,CAR,SALESMAN,SALES,SELLER"""
"5358,""MARRY,MARRIAGE,FAMILY"""
"5359,""KILLER,PREY,PREDATOR,VICTIM"""
"5360,""UGLY,AARDVARK,ANTEATER"""
"5361,""MONEY,WEALTH,RICH"""
"5362,""FOOD,NUT,CASHEW,NUTS,WALNUT,PECAN,EAT"""
"5363,""MEDICATION,PRESCRIPTION,TABLET,EXCEDRIN,ADVIL,MIGRAINE,RELIEF,TYLENOL,HEADACHE,PILL,ASPIRIN"""
"5364,""COAL,ORE,MINE"""
"5365,""LASER,GUN,RAY"""
"5366,""CREVICE,CANYON,ROCK"""
"5367,""LOAD,UNLOAD,PACK"""
"5368,""BRAND,DESIGNER,EXPENSIVE"""
"5369,""DISTANCE,KILOMETER,RACE,MILE"""
"5370,""FRIAR,BISHOP,KING"""
"5371,""BREATH,BREATHE,LIFE,RESPIRATION"""
"5372,""SHRINE,STATUE,MONUMENT"""
"5373,""JOBLESS,BEGGAR,UNEMPLOYMENT,FILTHY,BUM,VAGRANT,BEG,TRAMP,HOMELESS,PLEAD,APPEAL,EMPLOYMENT,HOBO"""
"5374,""ROPE,LINE,STRING"""
"5375,""COOKBOOK,RECIPE,KITCHEN"""
"5376,""LIGHT,SUNSHINE,SUN"""
"5377,""TRENCH,DIGGER,DITCH,DIG,SHOVEL"""
"5378,""BACKPACK,PURSE,STRAP"""
"5379,""TALL,SKINNY,SLIM,THIN,SLENDER"""
"5380,""BEER,DRINK,FLUID,LIQUID"""
"5381,""TRICK,FRAUD,CON,BLACKMAIL,BRIBE"""
"5382,""DEPTH,SHALLOW,POOL"""
"5383,""FOOL,CONCEITED,ARROGANT"""
"5384,""BEING,GOD,EXIST"""
"5385,""CHEW,MUNCH,CRUNCH"""
"5386,""RESPOND,REACTION,EFFECT,RESULT,AFFECT,RESPONSE"""
"5387,""TURKEY,DINNER,STEW,ROAST"""
"5388,""SLIPPERY,SOAP,SLICK"""
"5389,""RAT,MOUSE,MICE,CAT"""
"5390,""CREDIT,LOAN,DEBT"""
"5391,""METRIC,MEASURE,STANDARD,MEASUREMENT"""
"5392,""FAN,FOOTBALL,BASEBALL"""
"5393,""VOODOO,MAGIC,WITCH"""
"5394,""CALCIUM,PROTEIN,VITAMIN"""
"5395,""TRUCK,GARBAGE,DUMP"""
"5396,""POPULAR,SNOB,STUCK UP"""
"5397,""MONKEY,PRIMATE,CHIMPANZEE,BEAST,GORILLA,TARZAN,HUMAN,APE"""
"5398,""GO,START,BEGIN,ADJOURN,QUIT"""
"5399,""TRAVEL,FLIGHT,TRIP"""
"5400,""WEIGH,POUND,SCALE,WEIGHT"""
"5401,""SCHOOL,EVERYDAY,CLASS"""
"5402,""TYPE,KEY,TYPEWRITER"""
"5403,""NERVOUS,UPTIGHT,TENSE,STRESS,RELAX"""
"5404,""SCARED,AFRAID,RUN"""
"5405,""KNOWN,FAMOUS,FAME"""
"5406,""MESSY,CARELESS,SLOPPY"""
"5407,""BEAUTIFUL,ROSES,FLOWERS,PRETTY"""
"5408,""LOTS,MANY,LOT,PLENTY,BUNCH"""
"5409,""MARRY,ENGAGE,WEDDING,WED"""
"5410,""STUBBORN,DONKEY,MULE"""
"5411,""LATE,DELAY,WAIT"""
"5412,""BIKE,BICYCLE,CHAIN"""
"5413,""CALCIUM,VITAMIN,TABLET,PILL"""
"5414,""REARRANGE,FIX,ADJUSTMENT,ALTER"""
"5415,""AWAY,DISTANT,NEAR"""
"5416,""LAZY,EFFORT,DILIGENCE"""
"5417,""RUN,CAMPAIGN,CANDIDATE"""
"5418,""RUNNER,ATHLETE,OLYMPICS"""
"5419,""EARRING,HOOP,LOOP"""
"5420,""BABY,DIAPER,CHILD"""
"5421,""CLOTH,SCARF,BANDANNA"""
"5422,""LECTURE,TALK,SPEAK"""
"5423,""LIZARD,REPTILE,FROG"""
"5424,""CANVASS,CANVAS,COVER"""
"5425,""ODDS,WAGER,BET,GAMBLE"""
"5426,""ASSAULT,VIOLENCE,FIGHT"""
"5427,""ABSTRACT,UNCLEAR,VAGUE"""
"5428,""BELOW,BENEATH,ABOVE,UNDER"""
"5429,""LOSE,OBTAIN,GET"""
"5430,""TOUCH,FEEL,CONTACT"""
"5431,""LESS,SUBTRACTION,MINUS"""
"5432,""WATER,MIST,DEW"""
"5433,""CRIME,CRIMINAL,JAIL,PUNISHMENT,PRISON"""
"5434,""FUNNY,LAUGH,HOOT"""
"5435,""PREDICT,ASSUME,SUPPOSE"""
"5436,""LOAN,MORTGAGE,BANK"""
"5437,""PREACHER,NUN,PRIEST,FATHER,MINISTER"""
"5438,""FORCE,INERTIA,GRAVITY"""
"5439,""STRESS,ANXIETY,PANIC,CRISIS,WORRY"""
"5440,""ENTERTAIN,MUSIC,ENTERTAINMENT"""
"5441,""CAREFUL,TACT,TACTFUL"""
"5442,""SCISSORS,PAPER,CLIPPERS"""
"5443,""PIKE,DRIVE,HIGHWAY"""
"5444,""LIVING ROOM,DOWNSTAIRS,COUCH"""
"5445,""PUNCTUATION,GRAMMAR,CORRECT"""
"5446,""FASTEN,BUCKLE,SEAT"""
"5447,""SYRINGE,NURSE,NEEDLE,SHOT,INJECTION"""
"5448,""PERCEPTION,UNDERSTAND,PERCEIVE"""
"5449,""CAKE,SLICE,PIE"""
"5450,""EXPLANATION,EXPLAIN,WHY"""
"5451,""IMPRESSION,EXPRESSION,OPINION"""
"5452,""WRONG,ARIGHT,OKAY"""
"5453,""OUTLAW,FUGITIVE,REBEL"""
"5454,""OUT,UNCONSCIOUS,CONSCIOUS"""
"5455,""PROCESS,THOUGHT,THINK"""
"5456,""FLY,SEAGULL,GULL"""
"5457,""BEAUTIFUL,ELEGANT,EXTRAVAGANT,FANCY,PRETTY"""
"5458,""PICNIC,HOT DOGS,COOKOUT"""
"5459,""METHOD,PROCEDURE,ROUTINE"""
"5460,""REAL,FALSE,FAKE"""
"5461,""STRAW,HAY,GRASS"""
"5462,""SATAN,SILK,SATIN,SHEETS"""
"5463,""TILE,PORCELAIN,CERAMIC"""
"5464,""BENEATH,SEA,OCEAN"""
"5465,""RESPOND,REPLY,CALL"""
"5466,""MIRAGE,ILLUSION,DESERT"""
"5467,""POOR,CHEAP,VALUABLE"""
"5468,""DESPAIR,WORRY,UNHAPPY"""
"5469,""MURDER,MURDERER,KNIFE"""
"5470,""PENCIL,PEN,PAD"""
"5471,""HULL,HAUL,MOVE,TOW,UNLOAD"""
"5472,""LOTS,MANY,OODLES"""
"5473,""PHONE,DIAL,TELEPHONE"""
"5474,""DRUGS,LOS ANGELES"""
"5475,""WATER,ISLAND,HAWAII,PARADISE"""
"5476,""SUPERIOR,GREAT,EXCELLENT,OUTSTANDING"""
"5477,""VIRGIN,VIRTUE,INNOCENCE"""
"5478,""SHOOT,SHOT,GUN,BULLET"""
"5479,""FEEL,TOUCH,SENSE"""
"5480,""ANXIOUS,JUMPY,NERVOUS"""
"5481,""TRAVEL,GOING,TRIP"""
"5482,""JUMP,LEAP,HOP"""
"5483,""IDENTIFICATION,IDENTITY,CARD"""
"5484,""AD,BILLBOARD,MAGAZINE,ADVERTISEMENT,NEWS,NEWSPAPER,ARTICLE"""
"5485,""INTENSITY,HEAT,HOT"""
"5486,""DASH,QUICK,FAST,DART"""
"5487,""BACON,PORK,BEANS,BEAN"""
"5488,""PARIS,EUROPE,FRANCE"""
"5489,""VESSEL,SHIP,BOAT"""
"5490,""SMOG,HAZE,CLOUD,POLLUTION"""
"5491,""SPAWN,BREED,ANIMAL"""
"5492,""LOTS,MANY,HUNDRED,MILLION,LOT"""
"5493,""MONEY,SCHOLARSHIP,GRANT"""
"5494,""COLOR,MAROON,VIOLET"""
"5495,""WORKOUT,MUSCLE,WEIGHTS,GYM,FITNESS"""
"5496,""METRIC,TON,MEASUREMENT"""
"5497,""CONTENT,BOOK,CONTEXT"""
"5498,""BEAUTIFUL,PRETTY,UNICORN"""
"5499,""QUICK,EXPRESS,FAST"""
"5500,""RETAIN,OBTAIN,HAVE,GET"""
"5501,""ADMIRE,CUTE,ADORE"""
"5502,""VEST,KNITTING,SWEATER,POLYESTER,SEAM,KNIT,COLLAR,BLOUSE,LAPEL,COAT,YARN,JACKET,CUFF,COSTUME,SUIT,PANTS,SEW,SHIRT,SHORTS,CROCHET,OUTFIT,WEAR,HEM,STITCH,SLEEVE,THREAD,DENIM,JEANS,SPOOL,TROUSERS,MEND,WOOL,SKIRT,SLACKS"""
"5503,""KITE,GLIDE,SOAR"""
"5504,""HOSPITAL,VISIT,DOCTOR"""
"5505,""MINER,DIGGER,PICK"""
"5506,""CARDS,POKER,DICE"""
"5507,""KITE,FLYING,SKY,AIRCRAFT,PLANE,HELICOPTER,AIRPLANE,SOAR"""
"5508,""ACHE,STOMACH,BELLY,ABDOMEN"""
"5509,""WRONG,BIAS,PREJUDICE"""
"5510,""AWFUL,DEATH,HORRIBLE"""
"5511,""GATHERING,FEAST,THANKSGIVING"""
"5512,""POT,MARIJUANA,BUD"""
"5513,""HALLWAY,ENTRANCE,DOOR,PASSAGE,DOORWAY,EXIT,CORRIDOR,ENTER,HALL"""
"5514,""HOME,PARENT,MOTHER"""
"5515,""GIVE UP,LOSE"""
"5516,""BINDER,NOTEBOOK,FOLDER,NOTES"""
"5517,""BROOM,MOP,SWEEP,DUSTPAN,VACUUM"""
"5518,""NEWSPAPER,INFORMATION,NEWS"""
"5519,""RAILROAD,TRAIN,CABOOSE"""
"5520,""INTAKE,DIGESTION,SWALLOW,DIGEST"""
"5521,""PETALS,LEAF,STEM"""
"5522,""BALANCE,UNEQUAL,EQUAL"""
"5523,""LARGE,BIG,CLASS"""
"5524,""BRAND,DESIGNER,CLOTHES"""
"5525,""OPTION,CANDIDATE,GOVERNMENT,SENATE,PREFER,ELECTION,POLITICS,COMMUNIST,SELECT,POLITICIAN,CONGRESS,FAVORITE,GOVERNOR,REPUBLIC,ANOTHER,PRESIDENT,MAYOR,CAMPAIGN,LAWS,LEGISLATURE,CHOICE,OTHER,PREFERENCE,VOTE,SENATOR,REPUBLICAN,LIBERAL,ELECT,DEMOCRAT,DEMOCRACY,CHOOSE,CORRUPT,ALTERNATIVE"""
"5526,""CALCIUM,VITAMIN,MINERAL"""
"5527,""METRIC,UNIT,METER,MEASUREMENT"""
"5528,""OPINION,CRITIC,CRITICIZE"""
"5529,""CAREFUL,SAFETY,PROTECTION"""
"5530,""ANSWER,EXCLAMATION POINT"""
"5531,""BLOSSOM,SPRING,BLOOM"""
"5532,""BODY,HEAD & SHOULDERS"""
"5533,""NAIL,SCREW,HAMMER,SCREWDRIVER"""
"5534,""SHOOT,QUAIL,DUCK"""
"5535,""COBRA,SNAKE,DANGER"""
"5536,""BODY,CURVED,CURVE"""
"5537,""UNEASY,UNSURE,NERVOUS"""
"5538,""WORKER,MINER,DIGGER"""
"5539,""GIRLFRIEND,FRIENDSHIP,BUDDY,COMPANION"""
"5540,""JOG,RUN,TROT,GALLOP"""
"5541,""CURRENT,TIDE,WAVE"""
"5542,""CORPORAL,COLONEL,MAJOR,SERGEANT,GENERAL"""
"5543,""FRUIT,APPLE,PICK"""
"5544,""INDUSTRY,FACTORY,SMOKE"""
"5545,""STAMP,POST,CARD"""
"5546,""SHOWER,ROBE,TOWEL,BATH"""
"5547,""POSSESSION,OWN,MINE,YOURS,POSSESS"""
"5548,""STAB,HATCHET,DAGGER,BLOOD,AX"""
"5549,""BRILLIANT,BRIGHT,IDEA"""
"5550,""RECEIVE,PRESENT,GIFT,SEND"""
"5551,""CANVASS,CANVAS,SHOES"""
"5552,""JUMP,GYMNASTICS,ACROBAT,AEROBICS"""
"5553,""CHEAT,POLITICIAN,CONGRESS"""
"5554,""MESS,SLOPPY,NEAT,DIRTY,SLOB,MESSY"""
"5555,""CHECKING,MONEY,ACCOUNT,CHECKBOOK"""
"5556,""REMIND,SAY,TELL"""
"5557,""VOODOO,TABOO,CURSE,WITCH,EVIL"""
"5558,""CRUNCH,CRACKLE,CEREAL"""
"5559,""CORD,PLUG,ELECTRIC,ELECTRICITY,OUTLET,SOCKET"""
"5560,""SOFT,FEATHER,FEATHERS"""
"5561,""TECHNOLOGY,ROBOT,SPACE"""
"5562,""GOSSIP,TALK,RUMOR"""
"5563,""TRUTHFUL,BLUNT,HONEST"""
"5564,""COUNTRY,BANJO,FIDDLE"""
